time	text
02:21:23.000	 I'm not sure if I can finish this.
02:21:31.000	 Maybe Phoenix right?
02:21:34.000	 But Phoenix right?
02:21:36.000	 That's like a lot more people.
02:21:41.000	 I'm not sure if I can finish this.
02:21:51.000	 I'm not sure if I can finish this.
02:21:56.000	 Dude, she has her paw on the half the deck.
02:22:00.000	 center the controller and is like resting all my hand. You got to move.
02:22:20.720	 She's done all right. She's got health problems but like she's in a good mood and
02:22:29.120	 acts like herself. We all get a little chat. She's 11. They're manageable.
02:22:59.120	 How come she's in there?
02:23:29.120	 There's like some weird fucking thing that happens.
02:23:33.120	 Where my channel starts spashing out and I can't figure out what the fuck the problem is.
02:23:41.200	 miniature doxons are great dogs but they have tons of health issues.
02:23:44.440	 Her backs really good which they set is like really common but yeah she's got hard
02:23:49.880	 she's which they set is also pretty common.
02:24:00.000	 is the drip we're doing if you don't get the boost no I gotta get the boost I'm trying
02:24:06.720	 to get the boost I just keep screwing up I should rewind it next time I mess it up I'm
02:24:13.800	 keep attempting it though this is pretty good
02:24:43.800	 I should have rewound fuck obviously I didn't mean to go on the rail I just it
02:25:00.120	 got I don't know is weird
02:26:00.000	 Damn. If I'm a little bit faster that would work.
02:26:09.000	 Fuck. I need to just be like a couple of tenths faster.
02:26:24.000	 Will you ever update your profile picture? I like it.
02:26:28.000	 Do you think it needs to change?
02:26:32.000	 I don't think I need to rewind. I get it now.
02:26:41.000	 This is fucked up. I didn't go wide enough.
02:26:45.000	 I don't know why I know.
02:26:54.000	 If I change it, I'm worried people won't remember that this is my account.
02:27:07.000	 I don't think my average viewer is that intelligent.
02:27:14.000	 I don't think I need to change it.
02:27:24.000	 I don't think I need to change it.
02:27:32.000	 Ah, damn it.
02:27:35.000	 Maybe I'll rewind it. I thought I would nail that for sure.
02:27:38.000	 Thanks for the fact I always pay for social.
02:27:40.000	 I'm glad you're a functioning member of society.
02:27:54.000	 Oh, that was kind of good.
02:28:00.000	 I don't even know if he is a fucking man with society but it's fine if you're not.
02:28:15.000	 Fuck.
02:28:20.000	 I just can't get it. I'm rewinding.
02:28:27.000	 I'm going to wave back.
02:28:41.000	 Barrels might be weird.
02:28:48.000	 See, but like, he doesn't boost until he lands.
02:28:54.000	 Which I find very odd.
02:28:59.000	 It's like the boost gets clipped or something.
02:29:09.000	 Oh, wait. I think I get it now. He just doesn't release right trigger.
02:29:14.000	 So, like if he lets it go in the air, it's going to release whenever he lets it go.
02:29:21.000	 It's just based on when you let go of the button.
02:29:31.000	 I fucking let it go again.
02:29:39.000	 You need to trick to get the boost. What do you mean?
02:29:53.000	 Wait, now I got the zomer gear. I don't get it.
02:29:56.000	 Trick in the air. Press. Just press trick mid air.
02:30:00.000	 What time does he do it?
02:30:07.440	 Like middle of the jump beginning of the jump end of the jump
02:30:16.440	 Like what the fuck that's the same way I filled in the run and I understand
02:30:25.000	 He does a right trick immediately. Okay. That's good enough
02:30:30.000	 So he's like
02:30:36.000	 He drips he drips he drips that doesn't count fuck these barrels
02:30:44.640	 Probably won't work. Oh, maybe
02:30:52.800	 I get it
02:31:00.000	 Glad
02:31:07.120	 That we rewound for that because I would never have figured that out I was thinking about
02:31:12.080	 Okay
02:31:14.720	 Thank you. I'm still riding my boat, but it makes no sense and it's a bunch of like scattered stories that are big we connected that
02:31:22.080	 Barely have any sort of payoff
02:31:30.560	 It's not work
02:31:34.160	 Need to go wider
02:31:41.200	 If you check for once or four times the reason why I'm doing it more is because it like gives me a little bit of air momentum
02:31:47.840	 It's not about the boost at the end. It's like my angle's kind of off
02:31:50.800	 So I'm just doing it try and make it fix it so
02:32:00.000	 when I need a pen name
02:32:16.000	 my pen A will be
02:32:19.000	 X shadow sniper 42 X
02:32:23.000	 smoke lock
02:32:25.000	 420 creep
02:32:28.000	 I don't think making a dark card pack is a good idea because people think it's like some stupid smud
02:32:41.000	 no it's not
02:32:51.000	 I don't know
02:33:21.000	 one
02:33:28.000	 one
02:33:31.000	 one
02:33:36.000	 one
02:33:39.000	 one
02:34:00.000	 I
02:34:17.240	 Oh shit
02:34:19.240	 I
02:34:24.160	 Didn't even pee be I have no idea. Okay, okay?
02:34:29.060	 New record apparently
02:34:31.300	 134.8 what was my old one?
02:34:37.240	 One more
02:34:39.240	 135.5. Hey, that's pretty good for a map like this not bad
02:34:51.240	 Pretty
02:34:55.240	 That bounce off the barrel might be hard to replicate, but it didn't seem like it was too much slower
02:35:09.240	 I think for the tri-hard
02:35:13.240	 Ask you do people even like post-asky that much anymore feel like it's a loss of art
02:35:24.840	 Why don't you race against your own ghost because it sucks
02:35:39.240	 I'm not sure
02:35:59.240	 Give it
02:36:00.000	 It's good.
02:36:15.480	 That's like how I'm actually supposed to do it.
02:36:20.480	 I wasn't such a pussy there.
02:36:29.480	 I bet that wouldn't even hit me.
02:36:35.400	 What the fuck?
02:36:46.080	 I'm slower than my PB though.
02:36:56.080	 Maybe I can get it out.
02:37:10.400	 I can see boobs and then the rest of it is just like a bunch of scribbles.
02:37:23.760	 That also broke.
02:37:25.080	 I have no idea what that is.
02:37:27.680	 That takes up the entire chat though.
02:37:42.240	 I'm turning too early.
02:37:49.200	 I'm turning too early.
02:37:59.200	 Yeah, I know you guys can't see it only.
02:38:00.000	 to it.
02:38:01.000	 I don't play lead.
02:38:07.000	 You're looking at the wrong account.
02:38:10.000	 I'm definitely not diamond two.
02:38:13.440	 What the fuck is happening?
02:38:15.160	 Why do people think I'm playing switch?
02:38:17.680	 Mario could hate what I'm not.
02:38:19.280	 People think I'm playing lead would I'm not?
02:38:21.920	 What the fuck?
02:38:22.920	 Yeah, someone thought I was playing two as a king of them.
02:38:42.600	 I heard that and I still don't understand it.
02:38:46.600	 That was perfect.
02:39:17.600	 Oh fuck.
02:39:25.600	 Oh my god, I didn't get hit.
02:39:27.600	 What the fuck though, this has got to be slower.
02:39:33.920	 I screwed up, oh my god.
02:39:40.160	 It screwed up so much now.
02:39:53.280	 That part is just weird because it's like really easy if I'm as fast as he is but I'm
02:40:00.000	 not.
02:40:14.000	 The ego thund thanks for so.
02:40:24.000	 and
02:40:30.640	 Close
02:40:32.640	 What happened a whistle
02:40:35.640	 I just haven't felt like playing it
02:40:38.280	 I'm not gonna say that long on this I want one more PB and then I'm gonna move on to the track
02:40:42.520	 But I'm gonna do a new track. I'm not gonna do a whistle today. I'm taking time off on it
02:40:50.680	 That's bad that time I actually waited too long
02:40:54.000	 I
02:41:07.520	 Try to am a mo call the poge
02:41:12.120	 Which like I tried to yesterday and thought it was prank
02:41:16.580	 I was gonna say it's pretty good. I guess it's pretty good
02:41:24.960	 Shit's kind of weird
02:41:36.840	 You should do where you're stating after this
02:41:40.240	 Okay
02:41:54.000	 Dude, I can't do it in the game or what the fuck it's my bead. Maybe it's tighter than I thought it was
02:42:00.000	 that's not me
02:42:07.000	 I'm not even named cleanse even anymore
02:42:11.000	 I'm named Clunker Clank after get
02:42:30.000	 Everyone in the game should just agree
02:42:33.000	 Oh wait
02:42:35.000	 Oh my god
02:42:37.000	 I've written a place this game should just agree
02:42:46.000	 You only time trial whistle top
02:42:48.000	 That's it. You know what? Just to be fair
02:42:50.000	 We should just find a map that no one gives a fuck about
02:42:54.000	 And like people barely time trial
02:42:56.000	 And all of us should just be like this is the only map we play now
02:42:59.000	 We're all starting from scratch. It's gonna be totally and completely fair
02:43:09.000	 Like that stupid dynamat
02:43:14.000	 That's a decent map
02:43:16.000	 No one time trial is that
02:43:29.000	 So is it not like minus point six at this part at one point?
02:43:46.000	 See that room was good
02:43:50.000	 I got recommended a video of a dude literally again
02:44:00.000	 I will record that so you're wrong.
02:44:02.000	 Damn it.
02:44:04.000	 What's another map people don't get a shit about?
02:44:06.000	 We should time trial that stupid baby park map. That's like a beach.
02:44:22.000	 The problem is wasting them. I wouldn't say wasting, but like mushrooms are pretty valuable for this being able to skip those 180.
02:44:30.000	 I think turns.
02:44:36.000	 Yep, that was what I meant to the wall.
02:44:38.000	 Kind of a bad story, whatever.
02:45:00.000	 What the hell?
02:45:04.000	 What the hell is that?
02:45:12.000	 Is it pee-beable?
02:45:16.000	 Give it to me straight.
02:46:00.000	 Oh my god that wasn't insane
02:46:30.000	 Oh my god did this part
02:46:59.680	 It scares the shit out of me
02:47:06.680	 That's a PB
02:47:09.680	 Alright we'll move on for now
02:47:19.680	 This is the 33 would be nice
02:47:21.680	 I had it like a 133
02:47:26.680	 We'll come back this someday
02:47:30.680	 My favorite thing about this track is that the wallride part is faster just to not do anything
02:47:36.680	 And that you get a race as B-Wario
02:47:50.680	 Oh yeah we're in stadium
02:47:56.680	 Tyler is this a different Tyler SVC
02:48:00.000	 He's a he Tyler who the fuck is that?
02:48:03.400	 There's multiple Tyler's where did they come from?
02:48:11.680	 Why does the SVC guilds own this tracks so hard?
02:48:22.080	 They're not even first
02:48:24.520	 Did VF Tyler would be first by like a second?
02:48:30.960	 Alright, let's see what's going to do this.
02:48:36.080	 There's a ton of Mario Kart clans. How do you even organize Mario Kart clan?
02:48:40.240	 Like do you see someone on a time trial list?
02:48:42.800	 And you like like can you send him a friend request? Like how do you meet up?
02:48:50.720	 Do you just add a clan tag and hope that people just randomly add it?
02:49:00.800	 This isn't the same as that
02:49:05.200	 That's in the old tricky area
02:49:10.400	 Oh, I'm gonna annihilate people on this track next time we play it
02:49:27.040	 MK Central.com I see
02:49:30.080	 This doesn't look as hard as I thought it was going to be
02:49:34.720	 But I did also think there was gonna be more wall out of it
02:49:40.000	 He's not riding the wall that much
02:49:43.600	 He's riding more
02:49:46.000	 And I'm at home when I'm driving
02:49:51.440	 Wall riding's weird
02:49:53.440	 Okay, so he does a different way I guess if he doesn't want the coin
02:50:00.000	 because that seems way faster than the other one.
02:50:04.000	 And he doesn't go for the first jump.
02:50:07.000	 He like, I want to see him do that again.
02:50:11.000	 He jumps over it so he doesn't go as high so he can land quicker.
02:50:26.000	 So he does a left there.
02:50:31.000	 Maybe it's hard to get that much by you.
02:50:37.000	 I really know.
02:50:39.000	 See, he jumps before it.
02:50:44.000	 He does back flips too, which I don't know if that matters.
02:50:47.000	 We'll watch it again.
02:50:49.000	 Oh, watch it.
02:50:52.000	 I don't know if that matters.
02:50:56.000	 We'll watch it again.
02:50:59.000	 Oh, watch it again.
02:51:00.000	 Which part is really hard?
02:51:02.000	 You mean the part where he does the 180 and gets enough height so like get up there?
02:51:06.000	 Like getting the height might be really, really difficult.
02:51:11.000	 No idea.
02:51:25.000	 Oh, I see.
02:51:32.000	 You go here because there's like 7.20.
02:51:38.000	 I can't be that much.
02:51:41.000	 I'm probably going to brace this for a little bit and then have to watch it again.
02:51:54.000	 He's really specific.
02:52:00.000	 When he's doing those jumps on like the round
02:52:03.760	 Like he's doing backflips and he waits a like longer than I expected to
02:52:23.040	 Then he does a left like let's see it's the very beginning of the game
02:52:30.000	 Like there he doesn't
02:52:46.760	 I want to see the very beginning of it. I'll watch the very beginning again
02:52:50.560	 Then I'll do it
02:52:51.560	 Or attempt to do the beginning
02:52:54.080	 Can't go if you did a backflip or frontflip but it'll probably obviously
02:53:01.080	 I
02:53:02.080	 Fuck it in a few fill it a million times
02:53:04.080	 Okay times
02:53:19.560	 The vibe of your eSports team what the hell was even the name of my eSports team?
02:53:23.360	 I don't remember if I gave it a name
02:53:27.360	 I do remember the idea though
02:53:29.360	 See like he does really late from clips there so he doesn't like trip off into the areas
02:53:35.800	 He just gets the boost on your own
02:53:54.080	 Okay, let's see
02:54:00.000	 ...
02:54:05.000	 ...
02:54:08.000	 ...
02:54:12.000	 Oh wait, come boil the beef. Let's change character.
02:54:16.000	 Why is that emotes so big?
02:54:28.000	 I forgot to be a goal. I think it's this. Yes.
02:54:33.000	 How do I pronounce this guy's name?
02:54:38.000	 They paid 100 bits to supersize it. Oh, what the fuck?
02:54:44.000	 What a beast.
02:54:56.000	 How come I wait? Hold on. How come I can't trick that?
02:55:02.000	 How come I what the fuck?
02:55:11.000	 Too fat.
02:55:14.000	 How come tricks seem to not come out sometimes?
02:55:19.000	 Is it like there's a specific window I can't?
02:55:24.000	 Because I think I need that trick to come out.
02:55:28.000	 Maybe I'm doing it too late.
02:55:34.000	 I don't know what the timing is though.
02:55:39.000	 See like a mash in it. It's not coming out. He tilts earlier.
02:55:46.000	 Shake your controller. Oh my god. It's that shit.
02:55:54.000	 Do I have to turn the setting on?
02:56:00.000	 the
02:56:07.000	 is an on by default let me I'll test it I'll just start shaking my controller when I'm in the air
02:56:13.000	 wow it is on with the fuck
02:56:20.000	 I'm not going to be able to do like a specific like jump direction though
02:56:30.000	 I hate this
02:56:36.000	 oh he goes earlier
02:56:42.000	 I hate this shaking shit so much
02:56:47.000	 and whistle-tob people kept telling me to do it and I
02:56:52.000	 abstained
02:57:00.000	 I need to turn like when I'm in the air
02:57:02.000	 because he's just turning so much quicker than me but
02:57:06.000	 I'm just delayed in my reaction
02:57:17.000	 he did it is didn't look like
02:57:22.000	 I had like way more air than him
02:57:33.000	 oh I'm mushroomed
02:57:47.000	 I'm just going to do like a jump
02:57:57.000	 and then instead of going so high on the ramp I need to
02:58:00.000	 turn quicker.
02:58:15.000	 forgot to trick.
02:58:20.000	 do you think I should be shaking for like all these tricks?
02:58:23.000	 there's no way.
02:58:30.000	 it's like I shake for the first one I shake for the second one and then my brain doesn't connect the dots that I need to like press it starting again.
02:58:49.000	 it's fucked.
02:58:53.000	 it's over.
02:59:00.000	 if you don't get that late trick you can't make that jump.
02:59:08.000	 well maybe you can't.
02:59:15.000	 but it's harder.
02:59:17.000	 it's weird.
02:59:23.000	 I'm not sure if you guys know me.
02:59:27.000	 when I shake the controller.
02:59:30.000	 like my like the light.
02:59:32.000	 like this left trigger is like really loose man.
02:59:37.000	 it wants to be press.
02:59:49.000	 close.
02:59:50.000	 I did this is a new pro 2 controller.
03:00:00.000	 the
03:00:07.000	 okay you can still make
03:00:10.000	 this controller was eighty five dollars
03:00:22.000	 What other track does Tyler have a world record on?
03:00:35.000	 Close. That turns a little tight. I don't exactly know where I am like lining up to do it.
03:00:44.000	 It feels just like a switch to broken sholar, that's not true.
03:00:50.000	 It feels different. It feels better in my opinion. I like the sticks.
03:00:56.000	 The buttons are more tactile.
03:01:06.000	 I forgot to trick.
03:01:11.000	 Why are there so many people named Tyler that are good at Mario Kart?
03:01:20.000	 I don't think there's that many.
03:01:37.000	 Why are there so many people named Clint that don't stream a lot?
03:01:42.000	 I don't think there's that many.
03:01:49.000	 How did they launch so far? It's because they left.
03:02:00.000	 Jump right here. Oh wait, how do they launch that far?
03:02:04.400	 Chad, how do they launch that far? I thought I'd launch farther than that.
03:02:10.400	 Maybe I gotta do the jump in a like more specific timing.
03:02:14.800	 I did left trick. At least I think I did left trick. Shake it.
03:02:22.080	 Why is shaking so pee?
03:02:30.000	 Did it too late, alright.
03:03:00.400	 Nintendo making shaking better because they want people to use their stupid gimmicks?
03:03:04.720	 True dude.
03:03:09.440	 I'm like trying to shake it but I didn't shake it aggressively enough.
03:03:14.480	 I'm worried. I shouldn't have to do like this every single time I want to do a fucking trick.
03:03:30.000	 This was easy to make shuffer. It's pretty stupid.
03:04:00.000	 I need to turn left earlier, because he's going up the ramp on that left wall quicker than
03:04:20.080	 me every single time.
03:04:27.080	 There we go.
03:04:35.800	 I jumped too early.
03:04:36.800	 Oh my god, it might still work.
03:04:38.120	 Oh, the fuck.
03:04:40.760	 The damp is fake.
03:04:45.800	 We're just 10% of the time.
03:05:02.440	 He also, like, right at the start, I like move a little bit to the left.
03:05:06.960	 He moves a little bit more to the left.
03:05:09.640	 I need to move more to the left.
03:05:28.960	 Not quite that much to the left and turn it more.
03:05:39.600	 I'm jumping too early.
03:06:00.000	 the
03:06:07.000	 is a scuff
03:06:12.500	 that first wall is really important
03:06:15.300	 to get it right
03:06:24.300	 that
03:06:34.300	 that
03:06:42.300	 did that jump is so weird so like if you go too far to the left lag to get pissed off
03:06:50.300	 the
03:06:57.300	 problem is I can't rewind once like to
03:07:11.300	 the
03:07:37.300	 I'm not shaking after the first two jumps.
03:07:41.700	 I don't know if I need to, but like shaking in specific directions doesn't make sense to me.
03:07:46.400	 Like what am I doing? I'm doing this. Am I doing this? Like I don't understand.
03:07:50.400	 Why did you leave for years?
03:08:00.000	 I've never subbed away.
03:08:01.320	 I only left for one year.
03:08:10.920	 I needed to jump off that, like the moment I get on it, I think.
03:08:15.240	 I'm not jumping quickly enough.
03:08:17.280	 Did you see whistle-tap 151 now?
03:08:19.320	 I'm not gonna check whistle.
03:08:20.320	 I mean, I saw the trick it's insane,
03:08:22.320	 but I'm not focused on whistle-tap.
03:08:30.560	 Dude, what the fuck lack of two?
03:08:32.800	 How is he so picky?
03:08:37.040	 Ah, there was like two or three years
03:08:38.840	 where I was extremely inconsistent,
03:08:40.400	 so he was not totally wrong.
03:08:43.600	 I thought my streaming hours.
03:08:50.400	 There we go.
03:08:53.520	 That's good.
03:09:00.000	 I'm not gonna get pissed.
03:09:05.000	 That was perfect.
03:09:07.000	 That was actually it.
03:09:12.000	 That was not true.
03:09:16.000	 I was not true.
03:09:17.000	 I was not true.
03:09:24.000	 I was not true.
03:09:28.000	 Okay, a couple things I can think of here.
03:09:31.000	 I want to do my jump, you know,
03:09:32.280	 how I'm jumping, jumping, then getting a boost.
03:09:35.000	 I think I want to have my second jump
03:09:37.000	 be closer to the end of the pipe,
03:09:39.000	 so that I'm getting the boost into the pipe.
03:09:42.000	 Yeah, that's good.
03:10:00.000	 that
03:10:11.000	 there's also like a specific timing that I'm not totally sure on
03:10:15.000	 what the hell is the timing it
03:10:18.000	 maybe that's the important point
03:10:21.000	 that's to it
03:10:32.000	 he lands like on the tape
03:10:36.000	 so to do that
03:10:42.000	 and
03:10:50.000	 it's too far
03:10:52.000	 should let's be one to like you
03:11:03.000	 as to light and do it earlier
03:11:09.000	 I need to do it earlier
03:11:16.000	 there we go
03:11:18.000	 okay I'm starting to get it you see how sometimes I get this like really weird speed boost like
03:11:23.000	 here up
03:11:25.000	 like you see that
03:11:28.000	 I get like a way bigger speed boost I'm going to do a late one and I'll show you what it looks like
03:11:32.000	 it's going to be late
03:11:36.000	 I didn't jump it all
03:11:38.000	 which so I guess that is really late
03:11:42.000	 if you do it like super late you just kind of don't like nothing happens
03:11:57.000	 like that that's late
03:12:00.000	 Your jump like didn't affect anything so you gotta do it early
03:12:05.480	 Like that
03:12:07.480	 They said lack of you can't be a little fucking bitch and get mad at you for no reason
03:12:12.480	 When I'm on that rail I needed the timing to be quick like really really really quick
03:12:39.600	 I might actually trick on that but I don't know maybe I'll explain it
03:12:45.360	 I'm gonna try and trick up there
03:12:49.360	 Wait no tricking doesn't work
03:12:53.040	 It did work holy shit
03:12:55.960	 That feels extremely uncomfortable. I'm never gonna do that again. I'm just gonna time it better
03:13:09.600	 I should have rewound why is he so insecure about his book? I just wanted to be good
03:13:39.880	 And I'd never have anyone ever go straight at because I want it to be like I wrote it
03:13:49.440	 And it's personal
03:13:52.160	 Oh
03:13:59.440	 Even though
03:14:00.000	 it's not good, at least wanted to be like I made it. Man, it is so hard for me to
03:14:18.320	 tell if Lack is gonna like grab the R1. Is there anything I need to, I assume this isn't
03:14:29.800	 the case, but I'm just double checking is there anything I need to press when I land? I just
03:14:40.240	 catch if my angle's right, correct? Like it's either just gonna, it's gonna catch or it's
03:14:45.520	 not gonna catch.
03:15:09.520	 What do you hold when you're in the air?
03:15:16.520	 I should have R1, hold you right.
03:15:35.520	 I see, okay. I fucking should have R1 again, I totally forgot.
03:15:46.520	 There you go.
03:15:55.520	 Late, let's sign a word.
03:16:00.000	 You know, I guess if you get it that late, instead of just jumping right away, I should just write it out.
03:16:08.640	 You wouldn't lose that much time.
03:16:14.000	 Like if I did that on a race and like fuck it up.
03:16:16.000	 I'm not sure if I can get it out.
03:16:28.000	 So it's like you hold it seems to me like you're holding like full right and maybe full left.
03:16:35.000	 But I'm not getting enough distance. So maybe it's like upright up left or maybe I just need what the fuck.
03:16:47.000	 So I'm going to read why and where is this kind of stupid.
03:17:12.000	 I tried to read one, but it wouldn't let me.
03:17:16.000	 I'm not sure if I can get it out.
03:17:35.000	 Oh, I tried to write it out and it didn't work.
03:17:39.000	 I'm trying to shake at the beginning, but I'm like not, it's not coming out.
03:17:42.000	 So I don't know if I'm doing it at the wrong time or...
03:17:46.000	 I'm not motioning my arm enough.
03:17:49.000	 So stupid that I got to use motion controls.
03:17:57.000	 Why is this ghost outspeeding? You so much as a beginning.
03:18:00.000	 is it's the world record on a highly played map?
03:18:11.600	 And every little thing he does at the beginning is perfect.
03:18:20.000	 So if I don't do it absolutely perfectly, he's going to start getting really fast.
03:18:30.000	 That's nice.
03:18:55.000	 Too late.
03:18:57.000	 I do think those jumps are like here at the front.
03:19:02.000	 Like getting that extra boost.
03:19:05.000	 But I also get the sense I'm like holding the wrong direction in the air.
03:19:20.000	 Or like I'm holding...
03:19:26.000	 Because I'm just a little bit short every time.
03:19:36.000	 Maybe I'm jumping too late.
03:19:43.000	 And if I'd...that's pretty close.
03:19:56.000	 That might have been too early.
03:20:00.000	 the
03:20:05.000	 the
03:20:08.000	 as to
03:20:12.000	 the
03:20:15.000	 man that was that was a lot of distance
03:20:25.000	 the
03:20:41.180	 to
03:20:51.180	 see see the like
03:20:53.180	 great marks on this pipe
03:20:57.180	 I think I want to start my jump like here
03:21:01.180	 just after that.
03:21:29.180	 jump off the right wheel.
03:21:31.180	 Holy shit.
03:21:33.180	 Is that actually matter?
03:21:35.180	 Are you holding right there?
03:21:37.180	 Yeah.
03:21:39.180	 I'm holding right after I do the trick.
03:21:42.180	 I'm just holding right the whole time.
03:21:44.180	 There we go.
03:22:00.000	 the
03:22:19.920	 of a chat.
03:22:32.920	 Wow.
03:22:35.920	 Oh my god.
03:22:36.920	 I'm hurt.
03:22:44.920	 How dare you.
03:22:49.920	 Okay, I get it.
03:22:51.920	 What I was doing was...
03:22:56.920	 Please tell me I get this.
03:23:11.920	 Yeah.
03:23:14.920	 So you do a left trick.
03:23:17.920	 And then right.
03:23:20.920	 And then you go right.
03:23:25.920	 I wasn't going right.
03:23:29.920	 And then you go right.
03:23:33.920	 And then you go right.
03:23:37.920	 And then you go right.
03:23:42.920	 And then you go right.
03:23:51.920	 Why is this one guy so impressive at your book?
03:23:56.920	 Really fun.
03:24:30.000	 the
03:24:40.180	 okay so he's like so tight
03:24:43.420	 this here
03:24:46.180	 way easier make that I thought it would be
03:24:51.520	 I'm gonna wait here and see how he does
03:24:56.360	 the back
03:25:01.360	 I want to see him do this
03:25:03.600	 so I don't remember his movement in like this area I want to see something
03:25:15.680	 fuck
03:25:19.520	 I screwed God
03:25:26.360	 so
03:25:39.320	 there's no more lap right
03:25:41.520	 so I got another chance
03:25:46.520	 now our characters is safe
03:25:50.080	 right here
03:25:53.000	 let me see what you're doing
03:25:56.200	 I'm gonna see what you're doing
03:26:00.000	 to
03:26:07.000	 jump out that any drift
03:26:10.000	 maybe catching that as hard
03:26:13.000	 maybe you have to carry like a ton of speed
03:26:16.000	 it seems like it kind of wants it you just like fall off a little bit
03:26:29.000	 I'll try to angle it tighter
03:26:36.000	 it seems like he could
03:26:39.000	 to see red boost here you think
03:26:46.000	 it doesn't seem like he could
03:26:54.000	 there's no way charge jumps
03:27:04.000	 maybe
03:27:11.000	 maybe
03:27:17.000	 maybe charge jump maybe just like a backwards jump instead of jumping into the wall
03:27:20.000	 just to get it a little more
03:27:27.000	 no no no he's not mushroom
03:27:33.000	 maybe see a charge jump
03:27:40.000	 the only thing is if he's charged jumping like I would notice it if I watched the clip
03:27:44.000	 because you see how the charge jump you have to do like a little hop there
03:27:48.000	 maybe
03:27:52.000	 I'm gonna watch
03:27:54.000	 instead of just dick around
03:27:58.000	 I want to see you on the time
03:28:00.000	 you can read boost there with soft drifting I think he's read boosting I think he
03:28:16.360	 read boosts and then like keeps the drift up the ramp and then like gets red and
03:28:21.080	 then lets it rip and then he gets a little bit more to make it.
03:28:40.800	 The problem is that we're not going to see it on this lap and this head doesn't have
03:28:44.920	 much execution. It's super easy.
03:29:14.920	 All right right here. Keep charging on 100% that's what he's doing.
03:29:44.920	 Let's see him do it again. He likes to go with the boost like so early to get the
03:29:52.960	 charge down ready. He doesn't go nearly as far as I thought he would and he doesn't
03:29:56.560	 even really angle it.
03:30:00.000	 I would think to get more height you want to like angle it up more but I guess you just
03:30:17.160	 killed too much of your speed.
03:30:19.920	 Let's try it again.
03:30:22.280	 Also just doing that section cleaner might keep more speed and make it like possible.
03:30:29.000	 That also might be the problem.
03:30:42.440	 At least the beginning is pretty useful for me now.
03:30:46.440	 I think it's going to take me a while before I get consistent with this.
03:30:58.960	 I gotta stop doing that air trick.
03:31:05.960	 Let's go back.
03:31:06.960	 Oh back.
03:31:15.960	 Clear it, clear it.
03:31:17.960	 Tight.
03:31:21.960	 That was close though.
03:31:27.960	 I can get the charge jump, don't let me know.
03:31:49.960	 I think we're going to the end of that.
03:32:00.000	 and
03:32:15.940	 does anyone know what direction he does the charge him like does he go backwards or does he go forwards
03:32:21.380	 or
03:32:22.860	 be curious he's hard for me to tell
03:32:26.860	 the
03:32:29.860	 track forwards
03:32:31.860	 forward seemed like it was
03:32:33.860	 really close
03:32:39.860	 I remember the guy from Shaddy said that they
03:32:41.860	 were running this that this jump is a lot harder to
03:32:45.860	 the
03:33:12.860	 see if that would matter. I can do that.
03:33:19.860	 I forget how he even does this area, you know.
03:33:22.860	 Like how he does.
03:33:25.860	 Doesn't do this.
03:33:33.860	 Man, that's so cool.
03:33:42.860	 I don't know.
03:33:49.860	 Wait, how the fuck does he trick? Does he do it charge to you?
03:33:59.860	 Yeah.
03:34:00.000	 to see does
03:34:02.000	 here
03:34:04.000	 we're gonna bumble away
03:34:07.000	 trying to trick and it's not worth it
03:34:12.000	 I'm gonna try to trick and it's not worth it
03:34:16.000	 I'm gonna try to trick and it's not worth it
03:34:20.000	 fuck
03:34:22.000	 my coins dude
03:34:24.000	 that's it
03:34:26.000	 I mean
03:34:34.000	 I meant to grab that
03:34:53.000	 like this
03:34:55.000	 just right there but not quite
03:35:05.520	 the angles got to be pretty fucking specific I guess
03:35:16.000	 because he's tighter
03:35:25.000	 and I remember him going a lot shallower than I thought he would
03:35:32.000	 but it's not like he bumps or anything
03:35:37.000	 hey what's up midway
03:35:41.000	 this is tricky
03:36:00.000	 two eyes
03:36:08.280	 You think the coins really matter?
03:36:19.960	 Like for this jump to succeed, I mean obviously they matter in the context of the man
03:36:24.560	 I'll try backflip
03:36:39.560	 I'm wondering if like this setup like you need to maintain your speed like super well
03:36:54.560	 I thought that might actually work.
03:37:24.560	 Like maybe I do a backflip and then I hold like right or something like there might be like I might have to flip directions really fast
03:37:42.560	 I'm just kind of experimenting
03:37:54.560	 Does anyone in chat have experience with this?
03:38:00.000	 know how to do this. Hold left on wall, alright.
03:38:18.640	 Wait, I forgot to...
03:38:20.640	 How much time does this save over the other way?
03:38:29.600	 0.0 seconds.
03:38:43.840	 Wait did you save hold left on wall or hold right on wall?
03:38:55.120	 Left got it.
03:39:04.840	 Thanks.
03:39:08.840	 This is probably the type of thing that I shouldn't be practicing because I'm trying
03:39:32.760	 to learn stuff that'll help me go faster in regular races and I would have to imagine
03:39:37.560	 that unless this is way fast in the other way.
03:40:00.000	 to
03:40:07.000	 come into it closer to the wall
03:40:09.000	 charge them as late as possible against the wall and hold right
03:40:30.000	 the
03:40:33.000	 sounds like
03:40:37.000	 sounds like this guy
03:40:39.000	 charge them as late as possible against the wall so that's like insanely tight
03:40:43.000	 I don't know if I'm going like full speed I'm gonna be able to get that type to wall
03:40:49.000	 where I'm hugging it
03:40:51.000	 but I could definitely get a tighter than I'm getting it right now
03:40:56.000	 but charge jumping later
